pesquisador;data/ano;País;genero;idade;estilo
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso B - Busca e Pesquisa no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso B - Busca e Pesquisa no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso B - Busca e Pesquisa no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso B - Busca e Pesquisa no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
 María Carmen López Berlanga;05/11/2018;Espanha;feminino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual e Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 60 a 70 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;17/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;19/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;19/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;19/11/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;19/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;20/11/2010;Mexico;feminino;de 60 a 70 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;20/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;20/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;21/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;22/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;masculino;de 14 a 17 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;23/11/2010;Mexico;masculino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;24/11/2010;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;24/11/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;24/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;feminino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;26/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;26/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;26/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;29/11/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;29/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;30/11/2010;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;01/12/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;01/12/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;01/12/2010;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;01/12/2010;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;feminino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/12/2010;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;04/12/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;06/12/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;07/12/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;07/12/2010;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;16/12/2010;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;03/01/2011;Mexico;masculino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;05/01/2011;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;16/02/2011;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;24/03/2011;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;29/03/2011;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;29/03/2011;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;29/03/2011;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;05/06/2011;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;07/09/2011;Mexico;feminino;de 20 a 30 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;13/09/2011;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;25/10/2011;Mexico;feminino;;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;15/02/2012;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/03/2012;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;08/04/2012;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;03/05/2012;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;24/05/2012;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;12/11/2012;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual.
Alejandro Villegas Barrera ;13/12/2012;Mexico;masculino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;29/04/2013;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;23/05/2013;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;31/07/2013;Mexico;masculino;de 40 a 50 anos.;Estilo de Uso C - Estruturação e Planejamento no Espaço Virtual.
Alejandro Villegas Barrera ;10/08/2013;Mexico;feminino;de 50 a 60 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;25/08/2013;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;22/09/2013;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;28/01/2014;Mexico;feminino;de 60 a 70 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/04/2014;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;18/04/2014;Mexico;masculino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;22/09/2014;Mexico;feminino;de 30 a 40 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;02/12/2014;Mexico;feminino;;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;04/02/2015;Mexico;masculino;de 20 a 30 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;04/10/2015;Mexico;feminino;de 17 a 20 anos.;Estilo de Uso B - Busca e Pesquisa no Espaço Virtual.
Alejandro Villegas Barrera ;03/04/2016;Mexico;feminino;de 17 a 20 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;02/05/2016;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
Alejandro Villegas Barrera ;28/05/2016;Mexico;feminino;de 40 a 50 anos.;Estilo de Uso A - Uso Participativo no Espaço Virtual.
